ids+AF8-array,AutoCorrelation,ClassEntropy,Dimensionality,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,StdvNominalAttDistinctValues
1532,0.980594356426362,0.282373320590406,0.000374953130859,96.4098237720285,10285,,8.65698200746309,516.304180727409,,5,1.64205418742995,288.756252942415,,2.09743109836273,343.97355370335,,,5,0.530400969512443,191.722609581667,,+AC0-1.18900371452941,0.406787844206974,,5,+AC0-0.032383917015311,0.057321807501795,0.243719535058118,26,0,5,4,10668,0,0,3,1,0,0,0,75,25,,+AC0-1.18900371452941,0.406787844206974,,+AC0-0.032383917015311,0.057321807501795,,+AC0-1.17568499784549,515.209692538433,,+AC0-0.018467361877305,286.354253995083,,8.65698200746309,516.304180727409,,1.64205418742995,288.756252942415,0
1531,0.979459459459459,0.294800780949217,0.000393081761006,96.2165880503145,9791,,8.97391868081621,516.428655660378,,5,1.68319521015442,289.4243991466,,2.2013937467377,343.826870575669,,,5,0.546385792367008,191.833282452153,,+AC0-1.18490527808285,0.40582792197327,,5,+AC0-0.023516356225604,0.057452830224966,0.255503144654088,26,0,5,4,10176,0,0,3,1,0,0,0,75,25,,+AC0-1.18490527808285,0.40582792197327,,+AC0-0.023516356225604,0.057452830224966,,+AC0-1.18483216252027,514.646128144655,,+AC0-0.02052147682779,286.017995379633,,8.97391868081621,516.428655660378,,1.68319521015442,289.4243991466,0
1530,0.944517833553501,0.661567705118464,0.002640264026403,90.0990099009901,1365,,1.99603040001193,505.17293729373,,5,1.48349259196559,297.135808510342,,+AC0-0.143247029230808,335.839107483389,,,5,0.50723942326901,194.651353652034,,+AC0-1.24404611810264,0.436134331353135,,5,0.001787202492736,0.08380705947445,1.91419141914191,29,0,5,4,1515,0,0,3,1,0,0,0,75,25,,+AC0-1.24404611810264,0.436134331353135,,0.001787202492736,0.08380705947445,,+AC0-1.18172536960172,501.908250825082,,0.036438475348708,286.734445386285,,1.99603040001193,505.17293729373,,1.48349259196559,297.135808510342,0
1529,0.944078947368421,0.666583759234083,0.002629848783695,90.0065746219592,1369,,2.20748093159217,503.732412886258,,5,1.54011923705658,296.745899732287,,+AC0-0.076053299433064,334.906625567609,,,5,0.528198280045521,194.954857574453,,+AC0-1.24024439655957,0.435853034188034,,5,0.004338621168561,0.083269695434238,1.90664036817883,29,0,5,4,1521,0,0,3,1,0,0,0,75,25,,+AC0-1.24024439655957,0.435853034188034,,0.004338621168561,0.083269695434238,,+AC0-1.19539643333179,500.55161078238,,0.040136981911426,288.035403295637,,2.20748093159217,503.732412886258,,1.54011923705658,296.745899732287,0
1528,0.947595561035758,0.633915079145808,0.002464571780653,90.6346272335182,1471,,2.41569304376863,505.67898952557,,5,1.59597266427191,297.089917758904,,+AC0-0.005685705171394,335.815620465188,,,5,0.543409206501085,194.881382939779,,+AC0-1.23738615885776,0.435770822550832,,5,0.009670791222257,0.085354544744065,1.78681454097351,29,0,5,4,1623,0,0,3,1,0,0,0,75,25,,+AC0-1.23738615885776,0.435770822550832,,0.009670791222257,0.085354544744065,,+AC0-1.19536400042505,501.332101047442,,0.024584164009084,287.46887651569,,2.41569304376863,505.67898952557,,1.59597266427191,297.089917758904,0
1527,0.948015995078437,0.626548428865565,0.001230012300123,90.7749077490775,2952,,2.49572121002327,507.434194341943,,5,1.60741303095184,296.798002033066,,0.017505524154198,335.919495921484,,,5,0.550008846718546,195.434218380113,,+AC0-1.23710972278561,0.434379523370234,,5,0.014205456501368,0.082660520034477,1.78351783517835,58,0,5,4,3252,0,0,3,1,0,0,0,75,25,,+AC0-1.23710972278561,0.434379523370234,,0.014205456501368,0.082660520034477,,+AC0-1.20609491477507,499.889913899138,,0.028408052702429,289.421992587239,,2.49572121002327,507.434194341943,,1.60741303095184,296.798002033066,0
923,0.999421296296296,0.992759369358745,0.00057863673186,55.0052077305867,4753,0.797754775489027,+AC0-0.007288159544537,50.9138004860549,0.25356456681769,2,0.561595218400258,28.8101665171246,0.797754775489027,+AC0-0.788920784500485,17.8523768468156,0.25356456681769,2.14616030741631,2,0.255925022812879,10.1155076525772,0.797754775489027,+AC0-1.26451224682201,0.738542390926976,0.25356456681769,2,0.018177729437556,0.429077358283397,44.9947922694133,3888,2,2,5,8641,0,0,3,2,40,0,0,60,40,0.797754775489027,+AC0-1.26451224682201,0.738542390926976,0.25356456681769,0.018177729437556,0.429077358283397,0.797754775489027,+AC0-1.0949619471349,1.90478766346488,0.25356456681769,0.188002120600822,1.10727908232344,0.797754775489027,+AC0-0.007288159544537,50.9138004860549,0.25356456681769,0.561595218400258,28.8101665171246,0
736,0.536363636363636,0.998535850050568,0.036036036036036,52.2522522522523,58,,1.31653998659931,184.801801801802,,2,1.26526648628812,91.1523021022628,,+AC0-0.0809847142109,101.564564564565,,,2,0.181380743755628,44.6527466229285,,+AC0-0.916416155153023,42.0990990990991,,2,+AC0-0.492933051918318,9.52996910909533,47.7477477477478,53,1,2,4,111,0,0,3,1,25,0,0,75,25,,+AC0-0.916416155153023,42.0990990990991,,+AC0-0.492933051918318,9.52996910909533,,+AC0-0.643077974078985,77.7927927927928,,+AC0-0.228191203102922,33.2759686574274,,1.31653998659931,184.801801801802,,1.26526648628812,91.1523021022628,0
719,0.632352941176471,0.897588750771562,0.058394160583942,68.6131386861314,94,1.95666689504435,24.3098514149528,58.5693430656934,0.10669595279473,4,4.15111573972237,20.0395915555263,1.04438119615786,7.69944264882847,41.8832116788321,0.030527622497395,33.2110230250319,2.4,1.05415379621499,13.7311200999645,0.349642849289134,+AC0-0.782379629779582,8.77372262773723,8.834003497E+AC0-05,2,+AC0-0.643269514717008,10.541627597708,31.3868613138686,43,4,2,8,137,0,0,3,5,50,0,0,37.5,62.5,0.480045505357263,+AC0-0.782379629779582,8.77372262773723,0.000512081690928,+AC0-0.643269514717008,10.541627597708,0.935607520148984,+AC0-0.429143838687777,58.3065693430657,0.00766309857994,+AC0-0.34538483636038,10.6121411466592,1.71749056296734,24.3098514149528,58.5693430656934,0.083407687221318,4.15111573972237,20.0395915555263,0.894427190999916
994,0.618934911242604,0.823230149685775,0.022458628841608,74.2316784869976,628,,58.3754554736317,439.91134751773,,2,6.77839361910897,176.692613613023,,5.15314051651477,117.634948778566,,,2,1.04157772836228,22.7708391720963,,+AC0-0.97847129630698,6.37706855791962,,2,+AC0-0.226341280329825,2.59213832768473,25.7683215130024,218,1,2,19,846,0,0,18,1,5.26315789473684,0,0,94.7368421052632,5.26315789473684,,+AC0-0.780932438280618,35.8460401891253,,0.254404572029882,6.16838654397138,,+AC0-0.441654515805093,87.8835697399527,,0.498242733946034,8.06136271270135,,0.164161363145858,178.183806146572,,0.789303136311914,31.6827498693165,0
1508,0.221393034825871,2.04710206152464,0.014888337468983,32.0099255583127,129,,+AC0-0.165475065442244,0.457655086848635,,5,0.697347592620707,0.266775423230404,,+AC0-0.7674420842699,0.410887841191067,,,5,0.392473808630221,0.239710429070436,,+AC0-1.19938480060379,0.353141439205955,,5,0.019297888948327,0.212017640646214,5.95533498759305,24,0,5,6,403,0,0,5,1,0,0,0,83.3333333333333,16.6666666666667,,+AC0-1.15607337895956,0.35454094292804,,0.111609980188096,0.213774137280859,,+AC0-0.991356788492258,0.431342431761787,,0.414100469169255,0.246683519612555,,+AC0-0.266853437469061,0.457007444168734,,0.662524306802828,0.262160175588954,0
1507,0.488984997972699,0.999999525775866,0.002837837837838,50.0405405405405,3703,,0.049161690589744,0.013736527027027,,2,0.051696211787445,1.10851375778785,,+AC0-0.063880785442239,0.002311406756757,,,2,0.011570591325474,1.09257899091265,,+AC0-0.144170756597818,+AC0-0.022110783783784,,2,+AC0-0.032904592177823,1.07913944507441,49.9594594594595,3697,1,2,21,7400,0,0,20,1,4.76190476190476,0,0,95.2380952380952,4.76190476190476,,+AC0-0.087196380243366,+AC0-0.005806027027027,,+AC0-0.006100432365875,1.08528047589946,,+AC0-0.074599066793059,0.008024398648649,,0.003824724611525,1.0932317976995,,+AC0-0.034297063806472,0.010685506756757,,0.039239219167994,1.09953156009302,0
788,0.508108108108108,0.978542386193019,0.327956989247312,58.6021505376344,109,,186,0.421505376344086,,2,13.6381816969858,0.376588951767616,,18.6922501432709,0.204175627240143,,,2,3.27339459853816,0.179847377631095,,+AC0-1.57197245231648,0,,2,+AC0-0.139518900072142,0,41.3978494623656,77,1,2,61,186,0,0,60,1,1.63934426229508,0,0,98.3606557377049,1.63934426229508,,0.025139504325944,0.121505376344086,,0.767405183827192,0.129739416474543,,5.41324348565749,0.173099462365591,,2.59184182188884,0.174465327630746,,28.3709325476911,0.280885752688172,,5.46275063821773,0.229397846387695,0
