data+AF8-name,c1,c2,cls+AF8-coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1.mean,t1.sd,t2,t3,t4
volcanoes+AC0-e5,0.258983816541437,0.874959241304068,0.971537365006822,0.932640566214895,0.945026823728222,0.08736666571814,0.585848284724874,0.264455962361296,0.59110623200106,0.168809041510657,11.0500549092084,9.81857561930432,0.664446943931956,0.17494918208325,0.977114336697515,0.019387238040457,0.131666274019332,0.09832981700034,0.171360020548025,0.134695390732026,0.166481971767537,0.130635555756762,0.976116498887221,0.179856115107914,0.303364838229988,0.178402822211362,0.131294964028777,0.337874618242306,0.140287769784173,0.347441604718219,0.001724137931034,0.004260834426145,0.002697841726619,0.001798561151079,0.666666666666667
volcanoes+AC0-e4,0.24765796871824,0.882974873774748,0.975329901167933,0.930485004967272,0.927909487738311,0.117916313691687,0.53390723154169,0.300621627974495,0.565645605067268,0.187401354374854,9.76737129034828,9.05055755092046,0.583733068835558,0.173932194187963,0.98024260408632,0.020216176299526,0.127813078122924,0.097180869960643,0.179603609054111,0.147677341136113,0.177429696010632,0.144336922446343,0.97362303381682,0.18370607028754,0.289696541105509,0.184552072534501,0.140575079872204,0.347721584768019,0.128594249201278,0.334884073715984,0.001862197392924,0.003792595891044,0.002396166134185,0.001597444089457,0.666666666666667
volcanoes+AC0-e3,0.241951088762658,0.88657863851714,0.977858181352506,0.923956029389021,0.929950801426407,0.113479898408479,0.529748130742248,0.303303795208089,0.560853213957594,0.195579195948013,10.0656386428425,9.21019406390195,0.631434744738595,0.176170209294863,0.978326296077123,0.017708231860603,0.127956180234478,0.097635842327653,0.191317416061711,0.170292900585598,0.197984082728378,0.18488320855449,0.972702392610912,0.182458888018794,0.284300738991984,0.177504042838209,0.12451057165231,0.330292474062966,0.119028974158183,0.323949466733364,0.001915708812261,0.004294756739273,0.002349256068912,0.001566170712608,0.666666666666667
volcanoes+AC0-e2,0.25141286663767,0.879132252602665,0.970459252547429,0.930638794494216,0.942951430533305,0.092826400788191,0.563860029462291,0.245272966672407,0.573209978138217,0.168574039298184,11.1517910383991,10.2532753535951,0.615551914518127,0.175375966499472,0.977276251079742,0.020246894378723,0.128191442127179,0.0965150434306,0.17174784331176,0.139135096966206,0.160937032500949,0.127328364945619,0.976791838134431,0.182407407407407,0.304105954663099,0.173791925293016,0.126851851851852,0.332961124700626,0.135185185185185,0.342079671064872,0.002032520325203,0.0048862048021,0.002777777777778,0.001851851851852,0.666666666666667
volcanoes+AC0-e1,0.244167186943128,0.885499894970842,0.975001141836883,0.926169236204379,0.938544509757116,0.09818211035179,0.571173781995072,0.29826479818036,0.572631869964178,0.184638538413342,10.7187815003596,9.7958463309026,0.638182406680402,0.177409181979903,0.978202651892107,0.019248307396814,0.13827317087089,0.104961770829376,0.175426767890081,0.139364922336714,0.180188672651986,0.145149423909009,0.971563191993649,0.176669484361792,0.286270241422416,0.181024571702538,0.120033812341505,0.325138521368072,0.127641589180051,0.333831421475433,0.002272727272727,0.004678615839688,0.002535925612849,0.001690617075232,0.666666666666667
volcanoes+AC0-d4,0.179160185200096,0.925073752036416,0.997002267102891,0.920358678708945,0.957123662053769,0.07307285577158,0.56188242305245,0.268272082554676,0.683293523257581,0.190503115200358,21.4365571392038,19.9459085649076,0.897830745741184,0.050284070949945,0.99122780821017,0.006213422052532,0.12523660677074,0.100322352398234,0.186088956561729,0.154602809500529,0.173418461227917,0.141979856195227,0.994900170267163,0.131499884446499,0.270020759009117,0.167714336432051,0.0923272475156,0.289504078939362,0.092558354518142,0.289829281022637,0.000335795836132,0.001207084249136,0.000346660503813,0.000231107002542,0.666666666666667
volcanoes+AC0-d3,0.176078488268625,0.926988394154803,0.997297201963417,0.918890270915017,0.954337785085795,0.077839747059454,0.568088981699653,0.28019791283042,0.701320642560666,0.187988890054183,23.5049521906978,21.8093929857864,0.933381163640267,0.01886194646206,0.991459836971618,0.005896605171317,0.128494721718092,0.102826241715652,0.186715550135146,0.154204530230408,0.177062877226659,0.145472474555736,0.995106078123817,0.127194399569198,0.267224102839486,0.166531284588519,0.090037695207324,0.286251172236767,0.08626817447496,0.280774762160915,0.000296120817293,0.000876435198752,0.00032310177706,0.000215401184707,0.666666666666667
volcanoes+AC0-d2,0.174217386519243,0.92785677722589,0.99714697291707,0.920903996713507,0.956002445536335,0.074788822112448,0.566452032797492,0.273611804522138,0.707417752345241,0.189426358517225,23.9497210448739,22.3920695885493,0.931069482051756,0.030633276372925,0.991493943676131,0.006056276058839,0.126263847803091,0.101461153470126,0.18689183829405,0.155745538180057,0.183228943713943,0.152676762206939,0.99501810293525,0.125817706061928,0.266234358151714,0.165569423535518,0.087549062363716,0.282653382374721,0.090819886611426,0.287368471419174,0.000299401197605,0.001129712417214,0.000327082424771,0.000218054949847,0.666666666666667
volcanoes+AC0-d1,0.17656083093933,0.926441499621351,0.9970030127582,0.920764852416231,0.958448366482073,0.070628765045264,0.563124923154787,0.265085495983468,0.671092394056418,0.186614441947344,22.6504462298506,21.358061386135,0.896139523682769,0.056878053090494,0.991294971383112,0.006202694275559,0.124268774504971,0.0998800807834,0.183723740870342,0.152604943669583,0.17292380045622,0.14200754132253,0.994917431909458,0.128184622415172,0.269632287631683,0.166238171241354,0.090140523249172,0.286399337189121,0.096309836627442,0.295032534637904,0.000279095729835,0.000815057037353,0.000342739632126,0.000228493088084,0.666666666666667
volcanoes+AC0-c1,0.093278682863515,0.967265329482509,,,0.942210830803941,0.099636628752439,0.564897386883716,0.405450200847185,0.722563918127283,0.192999227222065,46.1127626699638,43.652806499887,0.903693009621001,0.073342766470025,,,0.129135734502859,0.110043622262276,0.187908448644441,0.171226140010865,0.181241781977775,0.160565351920973,0.993761852157147,,,,0.038147138964578,0.191554735174334,,,,,0.00010479983232,6.98665548801789E+AC0-05,0.666666666666667
volcanoes+AC0-b6,0.127131486236437,0.950823550706278,0.997255998506277,0.906046745258622,0.923247666177882,0.131647617282227,0.520479505747985,0.370231361807032,0.646749980523812,0.188861921761575,28.4430959211054,27.6241718023342,0.810497238983038,0.114354889395095,0.991857216904221,0.00569341430712,0.113601316018141,0.095257683493008,0.162321842209335,0.152290328089463,0.165042930644709,0.157852770641248,0.991088962929108,0.076604146100691,0.215721364255823,0.148118597866875,0.054096742349457,0.22621966465391,0.049555774925963,0.21703605717085,0.000340483486551,0.001368099466619,0.000296150049358,0.000197433366239,0.666666666666667
volcanoes+AC0-b5,0.130203318556812,0.949295106391375,0.997247373003767,0.905433882757617,0.924913432492121,0.128622460925274,0.525225091254395,0.372019414194342,0.663797090294076,0.202016838397767,33.4495317418553,33.8410477598302,0.857422494574291,0.072464805281016,0.991862172208815,0.005821449358489,0.113831474420563,0.095190777085242,0.162223054362577,0.152755685032478,0.16355638769591,0.155483503592529,0.991554590317644,0.080288317148864,0.220432253574922,0.148999299786259,0.056061667834618,0.230052288551587,0.051556712383622,0.221141388094761,0.000308356460068,0.001114095583886,0.0003003303634,0.000200220242266,0.666666666666667
volcanoes+AC0-b4,0.126821427448839,0.950991664510546,0.997268760591048,0.906280349481165,0.925968080951629,0.126948073681158,0.530897944867265,0.373732797081873,0.670907645478093,0.198453997757427,34.8557183218487,35.4867945478217,0.865245027550507,0.048985828890925,0.991883057989453,0.005679246827822,0.113954047201652,0.095537747112248,0.162691809384878,0.15307186291161,0.153908025601094,0.137132956610171,0.991186080756115,0.07909715407262,0.217487388585841,0.148950786316928,0.055053974484789,0.228096778105181,0.048478900883219,0.214786462227115,0.000359195402299,0.001486192338798,0.000294406280667,0.000196270853778,0.666666666666667
volcanoes+AC0-b3,0.123529467881034,0.952595280701645,0.997300152630421,0.906983800366053,0.929294488431187,0.121148260552105,0.510596303797104,0.363602612603355,0.611022843345423,0.176259097702848,19.1470564044093,19.7347551072408,0.75531537804603,0.213908132342484,0.991983507829468,0.005658833361088,0.113161875043197,0.095168125762436,0.162360870564747,0.154666124483335,0.156238421585156,0.142817644003452,0.991569588725939,0.075293664548431,0.216375346224411,0.146808681179043,0.052378201424995,0.222799247987259,0.046697477373387,0.211000259778893,0.000358294518094,0.001491119113036,0.000288850375505,0.000192566917004,0.666666666666667
volcanoes+AC0-b2,0.121611569803631,0.953514640873114,0.997379615600429,0.9055245004471,0.927326629830071,0.12466622778521,0.53304760623833,0.373495366890912,0.655915533441207,0.185712464974384,35.2672571869651,36.6685627823003,0.843714762645658,0.066008503055582,0.992043116709869,0.005516261723082,0.113616282016113,0.095656513667019,0.163096701354433,0.154500650813805,0.157617249299639,0.143998543578447,0.99122331833099,0.073115860517435,0.213826585101953,0.146983204634992,0.05249343832021,0.223030356753992,0.048368953880765,0.214554686041758,0.000492125984252,0.008733204716838,0.000281214848144,0.000187476565429,0.666666666666667
volcanoes+AC0-b1,0.126963785656557,0.950921796787684,0.997250900250932,0.906214458455024,0.92252917843871,0.132879977568855,0.522950916974348,0.371235172126271,0.650354546249517,0.188507344893379,28.3677624365944,27.4988157822096,0.823633802132531,0.121000712539247,0.991826601532626,0.005609731742824,0.113728772634394,0.095356915935514,0.162018210139746,0.151706526299301,0.161342534464071,0.15037755197232,0.990807397121974,0.078125,0.215634065395172,0.1485982107976,0.055817610062893,0.229580452190379,0.050511006289308,0.219007666558794,0.000341646737274,0.001379260425249,0.000294811320755,0.000196540880503,0.666666666666667
volcanoes+AC0-a4,0.284921702172933,0.864154161818852,0.978108383738086,0.937163808851163,0.871248466616345,0.210112084697273,0.524558808201987,0.358391850756578,0.677319189920451,0.129947539205228,7.49342446567917,7.12606494090134,0.768449018971942,0.213481843492839,0.980195491757903,0.01637144995617,0.154710691155251,0.118231886334483,0.231722702606614,0.182599262055932,0.222047163092365,0.177642842735622,0.965082290407259,0.176237623762376,0.272369017538538,0.190728559146818,0.131353135313531,0.337897694717667,0.114191419141914,0.318148628568897,0.002227171492205,0.008677619015743,0.001980198019802,0.001320132013201,0.666666666666667
volcanoes+AC0-a3,0.287081999094558,0.862775331301076,0.979073298671291,0.933891311118032,0.858583818636539,0.232326793019027,0.516427157072622,0.362978125826158,0.60359207807829,0.111248898608003,4.15187223252202,3.72215263732616,0.643518288525042,0.264969639545521,0.982093882849491,0.018359051317596,0.154623202862784,0.118466570110427,0.241351207060095,0.188455746674138,0.229406802572178,0.183149362119635,0.958046909344133,0.164365548980934,0.259833504419085,0.191538590735671,0.127547666009204,0.333695173689345,0.102564102564103,0.303488489333442,0.001795332136445,0.005283706730453,0.001972386587771,0.001314924391847,0.666666666666667
volcanoes+AC0-a2,0.273012364397339,0.872104399891461,0.980495520839752,0.932645167760301,0.856044906924953,0.236924253158143,0.502233996495471,0.356882826362329,0.6255186715933,0.113273981047764,4.02034609722501,3.60450691080888,0.638150177167823,0.276990498620025,0.981122273045824,0.016122485138213,0.151703409506204,0.119970324394337,0.234860888955649,0.186545740500626,0.238464740638285,0.191135719544127,0.957090560105446,0.157732593961799,0.253621843763518,0.18979441866594,0.122612446087492,0.328092911892199,0.102279728897104,0.303109211682167,0.001865671641791,0.005650220366175,0.00184842883549,0.001232285890327,0.666666666666667
volcanoes+AC0-a1,0.269839720810114,0.87417575482021,0.98999266415766,0.932878255266711,0.857415132641332,0.234446430313957,0.503513581101279,0.357388500865352,0.661728774371296,0.105093044238571,5.22737476903509,4.27592273415219,0.660865409992036,0.255956703605003,0.987257145357093,0.01204854223519,0.15203290356459,0.120290075895187,0.239969080814583,0.189297616220371,0.236202349461645,0.18893906681211,0.956710526514859,0.140836408364084,0,0,0,0,0.104551045510455,0.306021113200592,0.001968503937008,0.006768128187332,0.000922509225092,0.000615006150062,0.666666666666667
visualizing+AF8-soil,0.992759369358745,0.019842841565455,0.995118253732193,0.93568219663362,0.821436195541406,0.220572875748423,0.108796594379032,,0,,0.566601087837056,,0,,0.994870958173885,0.009456776717621,0.00011979916304,,0.00115727346372,,0.023376923967133,,0.849216414972523,0.00532345793311,0.04685977908672,0.063393180149519,0.001041546117348,0.032258048961374,0.042356208772133,0.201412152178237,0.001278772378517,0.021508673298138,0.000462909385488,0.000115727346372,0.25
visualizing+AF8-environmental,0.998535850050568,0.004049894702738,0.863231452017837,0.947911547911548,0.87902729311654,0.115103374251674,0.426302738155385,,0.33688494570492,,0.882882882882883,,0.720720720720721,,0.956072572104207,0.084520696750401,0.1606098011939,,0.261261261261261,,0.261261261261261,,0.975407840272705,0.576576576576577,0.448988905339834,0.146927342069915,0.36036036036036,0.482282316279825,0.369369369369369,0.484822890397344,0.011363636363636,0.010175520947883,0.027027027027027,0.018018018018018,0.666666666666667
veteran,0.897588750771562,0.243425362657932,0.777053846894919,0.984006011163589,0.977884153529401,0.045332348118487,0.545592707941861,,0.14410487632666,,0.905109489051095,,0.824817518248175,,0.975051660394549,0.082011858364111,0.16712803868305,,0.255474452554745,,0.255474452554745,,0.971975065267196,0.467153284671533,0.420484682031036,0.169329865840427,0.335766423357664,0.473990758515857,0.240875912408759,0.429184374291644,0.01123595505618,0.018546211818247,0.051094890510949,0.021897810218978,0.428571428571429
vehicle,0.823230149685775,0.380395919512659,0.904745982880526,0.968872662162351,0.973854341089296,0.038743841341942,0.076555638907978,,0.002726066312485,,0.771867612293144,,0.317966903073286,,0.988815829109038,0.032529959172365,0.017468246402738,,0.028368794326241,,0.1725768321513,,0.970502266262037,0.092198581560284,0.355731652584951,0.078568916080082,0.039007092198582,0.193726354792933,0.132387706855792,0.33911227100437,0.007692307692308,0.031868619313069,0.021276595744681,0.001182033096927,0.055555555555556
user+AC0-knowledge,0.88163886988238,0.091653676045288,0.720406107238118,0.988259694085404,0.769780437342561,0.351743439751288,0.060509197548497,0.095533210427978,0.11925420750744,0.155427307935384,0.468450896142656,0.596923572141205,0.110321665793079,0.147143302111163,0.984250213866646,0.047316903656842,0.016895944975612,0.041127119669645,0.031793672183349,0.087430087721893,0.035705224826524,0.066736025969603,0.986583255854047,0.337468982630273,0.40847075537195,0.112261052648325,0.196029776674938,0.397484777525977,0.136476426799007,0.343720485937152,0.003424657534247,0.004136855181829,0.012406947890819,0.012406947890819,1
twonorm,0.999999525775866,1.31482747767198E+AC0-06,0.999189189193243,0.999999890416163,0.833355725654701,0.008072064257437,0.058478274046741,,0.00411647106176,,0.99027027027027,,0.89527027027027,,0.999864864864865,0.011624763874382,0.018968246164248,,0.02027027027027,,0.007297297297297,,0.989140759678597,0.084189189189189,0.439652792212269,0.035663703802966,0.052162162162162,0.222368957268236,0.020135135135135,0.140471982992315,0.000520291363163,0.012051182057151,0.002702702702703,0.002567567567568,0.95
triazines,0.978542386193019,0.05749578888265,0.676335477548278,0.988433594885208,,,0.235153950963752,,,,0.951612903225806,,0.666666666666667,,0.983208963694297,0.071567747701955,0.13869962455119,,0.182795698924731,,0.172043010752688,,0.980489073881373,0.43010752688172,0.405122848437118,0.207525302018136,0.28494623655914,0.452607158954773,0.236559139784946,0.426116326266206,0.1,0.299226273220234,0.32258064516129,0.096774193548387,0.3
transplant,0.94787740736638,0.133253562493201,0.924000495029214,0.716852613035819,0.511029839528061,0.255726950633907,0.083989984078443,,0,,0,,0,,0.932858849795984,0.056122163409964,0.000345617669732,,0.00763358778626,,0,,0.641104830720821,0.038167938931298,0.141867323344394,0.124527078002863,0.015267175572519,0.123084262846323,0,0,0.037037037037037,0.084599772376309,0.022900763358779,0.00763358778626,0.333333333333333
thoracic+AC0-surgery,0.607171654871303,0.660400242571255,0.855891272939543,0.943029533185138,0.993494342841496,0.007366093788517,0.571148012592596,,0,,0.923404255319149,,0.891489361702128,,0.977507388428104,0.040313767762519,0.129629630403751,,0.148936170212766,,0.148936170212766,,0.978881846989588,0.329787234042553,0.360388294605943,0.20530270141844,0.234042553191489,0.423850053817856,0.180851063829787,0.385304851405987,0.008333333333333,0.059502640752203,0.034042553191489,0.004255319148936,0.125
teachingAssistant,0.999721391597068,0.000462577300391,0.690982748860662,0.98719646799117,0.936035861539181,0.043262430482636,0.45452008215338,0.146642208089009,0.428238969894374,0.09599679379809,1.07295239327854,0.071827515660475,0.605293862719605,0.066074476592451,0.974098834728397,0.077403642260277,0.203662836895354,0.059578885513017,0.284530413825696,0.06757577684299,0.257693416400464,0.074051409697224,0.985395377395728,0.655629139072848,0.4876248037698,0.164714811984541,0.463576158940397,0.500331016256053,0.456953642384106,0.499801285015666,0.007936507936508,0.004354361092059,0.039735099337748,0.013245033112583,0.333333333333333
tae,0.92894003249582,0.176649340263894,0.799500316410386,0.96317880794702,0.967292353558628,0.041385661364822,0.589065352160816,,0.712380952380952,,0.966887417218543,,0.947019867549669,,0.957447893259492,0.06959823034166,0.237373557575602,,0.271523178807947,,0.218543046357616,,0.965790974080084,0.556291390728477,,,0.218543046357616,0.414633006164879,0.251655629139073,0.435408513871094,0.014084507042254,0.016024753319378,0.033112582781457,0.019867549668874,0.6
synthetic+AF8-control,0.650022421648354,0.615384615384615,0.852194445083491,0.999577072899277,0.914423383660663,0.164010055993841,0.012656391744634,,7.30174081222204E+AC0-14,,0.13,,0,,0.994961179778286,0.040546479326194,0,,0,,0,,0.619102777777778,0.003333333333333,0.306799307713604,0.041016324778066,0,0,0.003333333333333,0.057686813944442,0.015151515151515,0.098186429717018,0.1,0.046666666666667,0.466666666666667
strikes,0.999953833266239,0.000127991808524,0.884321558606394,0.975194871794872,0.976575465644551,0.034258378052994,0.615718506431825,,0.221876457123152,,0.832,,0.6784,,0.985681565613674,0.037379379148152,0.191971029016642,,0.3216,,0.3056,,0.98606848,0.1488,0.281812400385832,0.108755107703701,0.0272,0.16279608134892,0.2928,0.455411901469428,0.002994011976048,0.007959761420654,0.0096,0.0016,0.166666666666667
stock,0.99945962125525,0.001496939688388,0.959203975233262,0.948812600521324,0.884285958191475,0.115391154230481,0.172755527007799,,0.093017242740712,,0.596842105263158,,0.222105263157895,,0.984341392834694,0.028430449040146,0.099301463270384,,0.126315789473684,,0.167368421052632,,0.890639335180055,0.066315789473684,0.168725606907828,0.133765842005255,0.030526315789474,0.172121017667736,0.225263157894737,0.417975556798049,0.006993006993007,0.04895926835816,0.009473684210526,0.004210526315789,0.444444444444444
spoken+AC0-arabic+AC0-digit,0.999995594366785,2.50283556357811E+AC0-06,,,0.999888511246354,8.12322197103851E+AC0-05,0.995671267080527,0.00360635633169,0.406329910748692,0.05826837977368,4.99860467587211,0.015223141952957,0.998677418362348,0.000221633665161,,,0.1524783760205,0.00981994175572,0.488823948513882,0.006112300316371,0.486395507237854,0.007219114228997,,,,,,,,,,,5.31801744309721E+AC0-05,3.41872549913392E+AC0-05,0.642857142857143
splice,0.998978994357606,0.002826161621118,0.897094342803568,0.999904255517841,0.980227141826717,0.055497239775388,0.133021479967327,,2.03416162084282E+AC0-05,,0.999059561128527,,0.996238244514107,,0.999090816450227,0.017684768875471,0.077604805151079,,0.098432601880878,,0.067398119122257,,0.997949509143975,0.352037617554859,0.424143443680254,0.154454244965297,0.199059561128527,0.399355540216792,0.005956112852665,0.076957742648744,0.002409638554217,0.04125554516297,0.018808777429467,0.017554858934169,0.933333333333333
space+AF8-ga,0.999953296789026,0.000129479015802,0.997830532568284,0.788335998869263,0.955199998600633,0.088002849453346,0.898573885663791,,0.159564422594755,,0.951721918249115,,0.937882201480528,,0.988331822499135,0.013629647907198,0.117484178534426,,0.156099130994528,,0.312520115867396,,0.99720369372646,0.327325394271001,0.393883387416834,0.125582637047926,0.199871258448664,0.399967782227704,0.27293208883167,0.445537936675409,0.058823529411765,0.240545526293312,0.001931123270035,0.000321853878339,0.166666666666667
sleuth+AF8-case2002,0.997294381646235,0.00746887966805,0.810957055136145,0.973161867486721,0.951125430022559,0.078380664654504,0.480321730297243,,0.634666666666667,,0.850340136054422,,0.836734693877551,,0.975318606075999,0.078968167364709,0.173569120314502,,0.299319727891156,,0.27891156462585,,0.981720579388218,0.578231292517007,0.468186216692926,0.24405877180128,0.435374149659864,0.497500976950708,0.36734693877551,0.483730263525194,0.014084507042254,0.02332064933214,0.040816326530612,0.013605442176871,0.333333333333333
skin+AC0-segmentation,0.736753127676889,0.50983432468963,,,0.884066464362877,0.180953969141514,0.135692923182064,,0.311148743695864,,0.652431883194522,,0.601484552573483,,,,0.083715944352804,,0.071036534357313,,0.080671027556854,,,,,,,,,,,,1.224204980882E+AC0-05,8.16136653921333E+AC0-06,0.666666666666667
sensory,0.979017052890776,0.056265744917687,0.697916668177083,0.999474637681159,0.996547218223838,0.003610803185256,0.877712764525431,,1,,1,,1,,0.998263888888889,0.041666666666667,0.293251533727599,,0.414930555555556,,0.414930555555556,,0.995698905285494,0.597222222222222,0.461993622653995,0.121323641130922,0.354166666666667,0.478675709413595,0.376736111111111,0.484989043155282,0.002304147465438,0.002247315258328,0.019097222222222,0.013888888888889,0.727272727272727
segment,0.591672778582327,0.675675675675676,0.955730952754556,0.956098759043757,,,0.075796469300496,,,,0.265800865800866,,0,,0.99184498688316,0.019145622886942,0.002646329287523,,0.002597402597403,,0.023809523809524,,0.879646183542287,0.01038961038961,0.117647082023438,0.107020686634702,0.003030303030303,0.054976619617272,0.036796536796537,0.188302685634569,0.01010101010101,0.092556745572118,0.008225108225108,0.001731601731602,0.210526315789474
sa+AC0-heart,0.930738810987158,0.172631074278278,0.803101094867076,0.988722051628776,0.944614294497413,0.04454318670041,0.423939699845797,,0.358953907604327,,0.95021645021645,,0.909090909090909,,0.985344823531332,0.044203589356584,0.14737759323027,,0.268398268398268,,0.203463203463203,,0.989739697531905,0.5,0.46701811820688,0.089803408539733,0.354978354978355,0.479025469919915,0.274891774891775,0.446943693379274,0.005555555555556,0.020369308250802,0.01948051948052,0.008658008658009,0.444444444444444
robot+AC0-failures+AC0-lp5,0.968224795745143,0.032538298423091,0.992820857247131,0.837198862786174,0.901990920498486,0.125802186510312,0.004362036839441,0.003156272332496,9.3483883570999E+AC0-29,2.956219937695E+AC0-28,0.711674606618201,0.38410133074899,0.002739726027397,0.00866377441142,0.960410700691821,0.067513267515326,0.001639717940259,0.00518524341146,0.002739726027397,0.00866377441142,0.03908897864013,0.060944310599258,0.962633848899464,0.518292682926829,0.464870305899343,0.12113830468585,0.359756097560976,0.481398717720264,0.225609756097561,0.419263442844069,0.111111111111111,0.312760566231229,0.548780487804878,0.054878048780488,0.1
rmftsa+AF8-ladata,0.988520268173066,0.031248092767776,0.867501789725041,0.953563496870583,0.81471100228899,0.175551809658333,0.163264473225382,,0.012721581990075,,0.714566929133858,,0.576771653543307,,0.974038342248537,0.036014573590041,0.079241780561124,,0.104330708661417,,0.078740157480315,,0.958134416268833,0.236220472440945,0.405146500053039,0.09063465788484,0.149606299212598,0.357036678594262,0.104330708661417,0.305990397165797,0.023255813953488,0.078788483265043,0.019685039370079,0.007874015748032,0.4
